courseno,title_short_en
255430,SMALL AND MEDIUM IND MGMT
255431,INDUSTRIAL HYGIENE
255432,INDUST COST ANALY&BUDGET
255433,SYS ANA QUAL&PROD IMPROVE
255434,LOGIS ENGR AND MANAGE
255435,SAFETY ENGINEERING
255436,INDUST HR MGMT
255437,INTRO TO SCM
255438,QUANT ANALY FOR MRKT MANG
255439,DECISION MAKING FOR ENGINEERS
255440,PRINCIPLE OF PRODUCT DESIGN
255441,INFORM TECH FOR IE
255442,DATA MINING IN INDUSTRY
255443,IE AND ERP
255444,COMPUTER APPLICAT IN IE
255445,ADV COMP FOR IE
255447,INDUST ROBOT & AI APP
255448,INDUST PLANT LAY DESN
255449,DESIGN OF PRODUCTION SYSTEM
255451,METALLURGICAL PROCESS
255452,TOOL ENGINEERING
255453,VENT INDUST FACTORY
255454,MANU AUTOMATION SYS
255455,ENERGY SYSTEM AND MANAGE
255456,PROJECT FEASIBILITY STUDY
255459,IND POLLUTION CONTROL
255460,PERFORM MEA SYS FOR INDUS
255461,INDUST ENGR SEMINAR
255462,SYSTEM ENGINEERING
255463,ERGONOMICS
255464,CLEANER PROD ENG
255471,INTRO TO INNO MGMT
255472,INTRO TECH TRANS FOR COMMER
255490,ADVANCED TOPICS IN IE 1
255491,INDUSTRIAL ENGINEERING PROJECT
255492,SPECIAL TOPICS IN IE 1
255494,SPECIAL TOPICS FOR IE I
255495,ADVANCED TOPICS IN IE I
255496,SPECIAL TOPICS FOR IE II
255497,ADVANCED TOPICS IN IE 2
255498,CO - OPERATIVE EDUCATION
255499,SPECIAL TOPICS IN IE 2
255710,INDUSTRIAL PROJECT MANAGEMENT
255711,ADV.IO & MGMT
255712,ENTREPRENEURSHIP
255713,HUMAN RESOURCE DEVELOPMENT
255714,INDUTRIAL E.I.A
255715,ADV ENGR ECON
255716,AGILITY MANU ORG
255720,QUALITY MANAGEMENT
255721,INVENTORY THEORY
255722,OPTIMIZATION
255723,SCHED AND SEQ THEORY
255724,MCDM FOR IE
255730,MANAGEMENT OF TECHNOLOGY
255731,PRODUCT D&D
255732,QUEUING THEORY
255733,MODERN PRODUCT&IND SYS
255734,OPERATION MANAGEMENT
255735,RESEARCH TECH IE
255736,PANTLAY&DSGN
255738,CONCURRENT ENGINEERING
255739,INDUS DATA MINNING
255740,ADV MANU COSTING
255741,NANOTEC AND APP
255742,PLASMA ENGR & TECH
255744,MANUFACTURING STRATEGY
255745,LEAN MANUFACTURING SYSTEMS
255746,INDUSTRIAL SYSTEM SIMULATION
255747,APPL STOCH INDUS
255748,MANU SYS OPT
255749,ARTI INTEL TECH IN MANU
255750,INNO MGMT AND NPD
255751,INFO SYS INDUS MGMT
255752,PRECI MANU SYS
255753,ESTAB & SUSTAIN STARTUP
255754,ADVAN HUMAN LG PLAN DR OPER
255756,PRODUCT AND PACKAGING DESIGN
255757,HUM PERF IN SYS DSGN
255758,APPLIED ERGONOMICS
255760,AI & AI Application
255761,ADVANCE MATER IN BIOMED INDUST
255762,TECH TRANS AND COMM
255764,DISTB ENGR
255766,INFO TECH LOGST
255769,INTER LOGST
255770,OPERATION & SUPPLY CHAIN MGT
255771,SUPPLY CHAIN&LOGIS MGMT
255772,ST IN ENGR LOGST
255773,STAT DATA ANLYZ FOR DECS MAKNG
255775,ENGR STAT
255776,STAT QE&QC
255777,ECON DSGN QC FOR MANU PROC
255778,SOV FOR MMP
255779,ADV QI
255780,ADV QA
255781,RELIA ENGR
255782,REGRES ANALYS QC
255783,DSGN & Analysis AQI
255784,ADV DSGN & ANA FOR QI
255786,ST IN QM
255787,ST IN SQC
255788,QC FOR  GDT
255789,TOL ANLYZ AND ALLOCT FOR QI
255790,ROBUST EXP DSGN FOR PROD DVLP
255791,ST IN IE I
255792,ST IN IE2
255793,SMART OPERATION MANAGEMENT
255794,QM for Extended Enterprise
255795,ST IN IE III
255797,MASTER'S THESIS
255798,INDEPENDENT STUDY
255799,MASTER'S THESIS
255810,DSGN MANU SYS
255811,ADVANCED MANUFACTURING SYSTEMS
255820,ADVANCED OPTIMIZATION TECHNIQUES
255830,APPL STOCH PROCESS FOR ENG
255835,RESEARCH TECH IE
255840,STRA MAGT TECHNOL ENTERP
255898,DISSERTATION
255899,DISSERTATION
256100,SUS USE OF MN RES
256131,URBAN MINING
256200,COM APP FOR RESERVE ESTIMATION
256211,INTRO - MINING
256212,INTRODUCTION TO MINING
256271,ROCK MECHANICS
256281,RESERVOIR ROCK PROPERTIES
256301,PARTICLE TECHNOLOGY
256311,SURFACE MINING
256312,UNDERGROUND MINING
256315,COMP APPL IN MINING
256316,SURFACE MINING AND DESIGN
256317,UNDERGROUND MINING AND DESIGN
256318,DRILLING AND BLASTING
256331,MINERAL PROCESSING I
256332,MINERAL PROCESSING II
256333,MINERAL PROCESSING 1
256334,MINERAL PROCESSING 2
256373,GEOTECH FOR MN ENG
256381,FUND PETRO RESERV
256382,WELL LOG ANA & FORM EVALU
256383,DRILLING ENGINEERING
256384,MECH PETRO PRODUCT
256400,TRAINING IN MINING ENGINEERING
256412,COMP APPLICATION IN MN ENGR
256414,COAL MINING TECH
256415,EXPLOSIVES FOR ENGINEERING
256416,DES QUARRY & PLANT
256417,GEO INF MINE
256418,GEO INFO FOR MINING ENGINEERS
256419,GIS AND RS FOR MINING ENGR
256422,GENERAL METALLURGY
256423,AQUEOUS PROCESSING
256433,MINERAL PROCESSING TECHNOLOGY
256434,ASSAYING
256441,MINE ECON & PROJ EVAL
256442,MINE VALUATION
256443,GEOSTATISTICS
256444,MINE SYS ENG
256445,MINE MANAGEMENT
256447,ANAL ENER NONREN RES MAR
256453,MINE VENTILATION
256454,MINE EQUIP II
256455,BULK MATERIAL HAND
256456,MINE EQUIPMENT SELECTION
256457,MINE PLANT ACCESS DESIGN
256462,GEORESOURCES ENVIRONMENT
256463,MINE SAFETY ENGINEERING
256472,ROCK MECH II
256473,TUNNELLING
256474,ROCK SLOPE ENGINEERING
256475,ROCK CUTTING TECH
256476,GEOTECH FOR MN ENG
256477,APP GRNDWATER ENG FOR MN
256481,PETRO RESERV ENGINEER
256482,RESERVOIR SIMULATION
256483,WELL TEST ANALYSIS AND DESIGN
256484,ENHANCED OIL RECOVERY
256485,CARBON CAPTURE AND STORAGE
256491,MN & PE ENG PROJ
256492,MINING PROJECT PLANNING
256493,MINING ENGINEERING PROJECT
256494,COOPERATIVE EDUCATION
256700,INNO GEORE ENG SUSTAIN
256711,ADV BLASTING TECH
256712,ADV SURFACE MINE DESIGN
256713,ADVANCED GEOSTATISTICS
256714,MARINE EXTRAT MINING
256715,ADV COAL MINING METHOD
256716,MECH EXCAVATION IN MINING
256719,SELECT TOPIC IN MINING
256731,ADVANCED FLOTATION
256732,MIN PROC PLANT DESIGN
256733,3RS TECH GEORE ENG
256735,INDUS MINERAL PROC
256739,SELECT TOPIC MINERAL PROC
256741,MIN GEO IND MGMT
256742,ECONOMICS MINERALS
256743,OR IN MINERAL INDUSTRY
256744,EXPLORATION DESIGN ECON
256745,MIN GEO COST EST CON
256751,ENVI SUSTAIN & CE
256752,MAT CHAR GEO ENGR
256753,SITE RECLM GEO ENGR
256754,MONITOR TECH FOR MINE AREA
256761,RES ROCK AND FLUID PROP
256762,WELL LOGGING INTERPRETATION
256763,ADVANCED DRILLING ENGINEERING
256764,PETRO PROD SYSTEM AND MGMT
256765,ADV RES ENGR
256766,AI GEOENERGY ENG
256767,CARBON DIOXIDE GEO STORE
256768,UNDERGROUND HYDROGEN STORAGE
256771,ROCK MECH FOR UNDERGR EXC
256772,NUM TECH FOR ROCK MECH
256773,THEORY OF ROCK FRAGMT
256774,ROCK SLOPE ENGINEERING
256775,ROCK MECH INSTRUMENTATION
256779,SELECT TOPIC IN ROCK MECH
256781,SELECT TOPIC MINE DESIGN MININ
256782,SELECT TOPIC IN MIN PROC
256783,SELECT TOPIC GEO ENERGY MGMT
256784,SELECT TOPIC MINE ENV
256785,SEL TOP PETRO ENG ENRG TRANS
256786,SELECT TOPIC IN ROCK MECH
256791,SEMINAR MINING ENGR
256798,MASTER'S THESIS
256799,MASTER'S THESIS
257301,ENGINEERING GEOLOGY
258301,UNIT OP CHEM ENG I
258302,UNIT OP CHEM ENG II
258304,UNIT OP CHEM ENG LAB I
258308,UNIT OPT LAB I
258401,UNIT OPT OF CHEM ENGR III
258403,UNIT OP CHEM ENG III
258405,UNIT OP CHEM ENG LAB II
258407,UNIT OPT LAB II
258481,CHEMICAL PROCESS ENGR
259100,ORIENTATION TO ENGR PROF
259101,INTRO TO SAFETY ENGR
259102,INTRO TO ENV MANAGE
259103,ENGINEERING MATERIALS
259104,ENGINEERING DRAWING
259106,WORKSHOP TECHNOLOGY
259107,ENGINEERING MECHANICS 1
259108,ELECTRICITY IN EVERYDAY LIFE
259109,TELECOM IN THAILAND
259111,BASIC COMP PROG EMBED SYST
259191,PRIN OF BEING PRO
259192,SKILLS FOR PRO & ENTR
259193,MORAL & INTEL FOR BEING PRO
259194,CHARCS&VAL FOR BEING PRO ENTR
259195,MANAGING ACTIVITIES FOR DEV
259200,INTRO CA DRAFTING
259201,COMP PROG FOR ENGINEERS
259203,ENGI MECHANICS II
259281,SPECIAL TOPICS IN INT ENGR 1
259300,ENGINEERING TRAINING
259301,INNOVATION TO MARKET
259381,SPECIAL TOPICS IN INT ENGR 2
259382,SPECIAL TOPICS IN INT ENGR 3
259400,ENGINEERING PROFESSION
259401,POWER PLANT OPER & MAINTENANCE
259402,ENGR PROF PRACTICE
259491,PROJECT SURVEY
259498,COOPERATIVE EDUCATION
259499,PROJECT
260100,INTRO TO SAFETY ENG
260200,INTRO TO BIO-RESOURCE ENG
260201,FARM MECHANIZATION
260211,ENGINE TECHNO FOR AGR
260301,AGRICULTURAL ENGINEERING
260312,AGRI MACHINE AND MGMT
260313,FLUID POWER CNTL SYS
260314,MANU PROC FOR AGR MACH
260316,AGR MACHINE SYS ENG
260334,HEAT TRANS IN A E PROC
260341,DESIGN TISSUE CULTURE LAB
260362,SOIL AND WATER ENGINEERING
260371,AGR ENG LAB 1
260381,H - M TRANS IN AG IND
260400,TRAINING IN AGR ENG
260401,LAND PAVE & AGR FARMHOUSE
260402,AGRICULTURAL WASTE ENGINEERING
260403,AGRI MACHINE ENGR 1
260404,POWER FOR AGRICULTURAL SYSTEMS
260411,AGRI MACH ENG 2
260412,AGRI MACH ENG 3
260413,FUND DESIGN OF AGRI MACH
260415,AGR MAT HANDL SYSTEMS
260416,PUMP FOR AGRI ENGR
260417,APPL AERODY FOR AGR ENG
260421,DRY PROC FOR AGRI PROD
260422,THERM ENG PROC FOR AGRI
260423,V-A-R FOR F&A PRODUCT
260424,REFRIG AND COLD STOR SYS
260431,AGRI MACH PROD MANAGE
260432,INTRO POSTHARVEST ENG
260434,AGRI PROC ENGR
260461,GROUND VEHICLES FOR AGRI
260462,PRIN OF AGRI IRRIGATION
260471,AGRICULTURAL ENGINEER LAB
260491,PROJECT IN AGRI ENG
260492,AGRI ENG PROJECT
260493,AGR ENGINEER SEMINAR
260494,SPECIAL TOPIC AGR ENG
260495,SEMINAR IN AGRICULTURAL ENG
260701,PHYS PROP OF AGRI MATS
260702,POSTHAR PROCESS ENGR
260703,DESIGN OF POST-HARVEST EQUIPMENT
260704,DESIGN MANT AGRI STO BUILD
260705,APPLIED ENGINEERING IN V
260706,ENGINEERING MANAGEMENT OF
260707,ENG MAN WAST PROD AGF PROC
260708,ENG MACH DESIGN FOR A&F PROC
260709,AGR MACH ENG AND MGMT
260711,APP AERO FOR AGR AND FOOD
260712,HOT FLUID AND HEAT CONV IN AGR
260713,BIOMASS ENERGY PRODUCTION
260714,ENERGY RECYCLING RESOURCE
260716,RES METH FOR AGR ENG
260717,REFRIG SYS FOR AGR PROD PRES
260718,INS & DATA ACQ IN AE RES
260719,NON-DEST MEAS IN AGR PROD
260720,PCS AGR ENG
260769,SEL TOP IN AGR AND BIO SYS ENG
260772,ADV AGR ENGR LAB
260773,RES SKILL FOR AGR ENG
260791,SEM AGR ENG
260795,SPEC PROB IN AGR ENG
260797,MASTER'S THESIS
260799,MASTER'S THESIS
261101,INTRO TO COMP ENGR
261102,COMPUTER PROGRAMMING
261103,BASIC COMPUTER ENGINEERING
261111,INTERNET AND ONLINE COMMUNITY
261112,GAME APPRECIATION
261113,INTRO INTERACTIVE PIXELS
261200,OBJECT-ORIENTED PROGRAMMING
261201,INTRO TO CAE PROB SOLVING
261202,INTRO TO INFO SYS ENG
261203,INTRODUCTION TO COMPUTER
261204,PROGRAMMING LANGUAGE I
261205,DATA STRUCTURES AND ALGORITHMS
261206,PROGRAMMING LANGUAGE II
261207,BASIC COMP ENGR LAB
261208,NUMERICAL COMP FOR ENGR
261210,LOGIC AND DIGITAL CIRCUITS
261211,DIGITAL SYSTEM DESIGN
261212,LOGIC & DIGITAL CIRCUITS LAB
261213,ELEC DEV IN COMP ENGR
261214,MICROPROCESSOR AND INTERFACING
261215,EMBEDDED SYSTEM LABORATORY
261216,DISCRE MATH FOR COMP ENGR
261217,DATA STRUC FOR COMP ENGR
261218,ALGOR FOR COMP ENGR
261301,COMP ENG LAB I
261302,COMP ENGR LAB II
261303,BASIC COMPILER DESIGN
261304,COMPUTER ARCHITECTURE
261305,OPERATING SYSTEMS
261306,COMP ENGR PROB & STAT
261311,MICROPROCESSOR SYSTEMS
261312,MICRO SYSTEMS II
261313,MICROPROCESSOR & INTERFAC
261314,MICROPROCESSOR LABORATORY
261315,DIGITAL SYSTEM DESIGN
261320,COMPUTER ARCHITECTURE
261321,COMPUTER HARDWARE DESIGN
261322,COMP HARDWARE DESIGN II
261331,PRINCIPLES OF AUTOMATION
261332,DATA & COMP COMMUNICATION
261333,COMPUTER THEORY
261334,FUND OF COMPUTER NETWORK
261335,COMPUTER NETWORKS
261336,COMPUTER NETWORKS LABORATORY
261341,FUND OF DATABASE MGMT SYS
261342,FUND OF DATABASE SYSTEMS
261343,DATABASE SYSTEM LABORATORY
261351,ARTIFICIAL INTELLIGENCE
261360,SYSTEM PROGRAMMING
261361,SOFTWARE ENGINEERING
261362,DBMS DESIGN
261363,SOFTWARE ENGINEERING
261364,SYS A & D IN COMP ENGR
261371,SIGNALS AND SYSTEMS
261381,CYBERSECURITY MANAGEMENT
261382,NET SEC AND TECH CONTROLS
261383,CYBERSEC THREAT ANA AND DET
261400,COMPUTER ENG TRAINING
261401,COMP ENGR LAB III
261402,COM ENG LAB IV
261403,OPERATING SYSTEMS
261404,ADV COMPUTER ENGR LAB
261405,ADV COMPUTER ENGR TECH
261406,BASIC COMPILER DESIGN
261407,FUND COMP FOR CPE
261408,QUANTUM COMPUTATION
261409,FUNCTIONAL PROGRAMMING
261410,ELEC DEVICE FOR CPE
261411,PARALLEL PROC & DIST SYS
261412,DSP FOR COM ENG
261413,VLSI CIR DESIGN
261414,DEGITAL SYSTEM DESIGN
261421,COMPUTER HARDWARE DESIGN
261422,MICROPROGRAMMING
261423,WIRELESS COMP NET SYS
261424,REMOTE MON & CTRL SYS
261430,WIRELESS NETWORKS
261431,COMP-AIDED MANUFAC
261432,REAL-TIME COMP CONTROL
261433,NETWORK PROGRAMMING
261434,COMP NET DESIGN & MGMT
261435,BROADBAND COMM NET
261436,BIOMED INST
261437,QUEUEING THEORY FOR COMP ENGR
261438,FUNDAMENTALS OF MPLS
261439,WIRELESS COMM FOR CPE
261441,IOT AND BIG DATA
261442,OPERATING SYSTEMS
261444,ADVANCED DATABASE SYSTEMS
261446,INFORMATION SYSTEMS
261447,NET AND INFO SECURITY
261448,DATA MINING FOR CPE
261449,SOFTWARE TESTING FOR CPE
261451,NEURAL NETWORKS
261452,ARTIFICIAL INTELLIGENCE
261453,DIGITAL IMAGE PROCESSING
261454,PATTERN RECOGNITION
261455,FUZZY SET THEORY
261456,INTRO COMP INTEL FOR CPE
261457,DIG IMAGE & VIDEO COMPRESSION
261458,MACHINE VISION
261459,DEEP LEARNING
261461,VISUAL & INTERACT PROG
261462,COMP INSTRUMENTATION
261464,COM SIM MODEL & ANAL
261465,COMPUTER GRAPHICS
261466,SOFTWARE ENGINEERING
261467,SYSTEM PROGRAMMING
261468,SYS ANAL & DESIGN FOR COMP ENGR
261469,SOFT PROJ MGMT FOR CPE
261470,SIGNALS AND SYSTEMS
261471,ADVANCED DSP
261472,ROBOTICS
261473,COMPUTER-AIDED MANUFACTURING
261474,REAL - TIME COMP CON
261475,MOD & OPT FOR BIG DATA
261476,BIOMEDICAL INSTRUMENTS
261478,PRINCIPLES OF CONTROL SYSTEMS
261479,BIOINFORMATICS PROGRAMMING
261481,CYBERSEC INC RESP
261482,CYBERSEC AUDIT AND RESIL
261491,PROJECT SURVEY
261492,PROJECT
261493,SEMINAR
261494,SEL TOPIC IN COMP ENGR
261495,COOPERATIVE EDUCATION
261496,DIGITAL IMAGE PROCESSING
261497,SEL TOPIC IN COMP SOFT
261498,SEL TOPIC IN COMP NETWORK
261499,SEL TOPIC IN COMP INTELLI
261701,MATH FOR COMP ENGR
261702,ALGORITHM ANALYSIS AND DESIGN
261703,RESEARCH METHODOLOGY
261704,ADVANCED COMPUTER ARCHITECTURE
261705,ADVANCED OPERATING SYSTEM
261706,RESEARCH METH COMP ENGR
261707,PROB ANAL AND RAND ALGOR
261721,COMPUTER HARDWARE DESIGN
261722,ADVANCED EMBEDDED SYSTEMS
261730,WIRELESS COM FOR CPE
261731,PARA PROC DIST SYST
261732,QUEUEING THEORY
261733,DES & ANAL COMP NETWORKS
261734,ADV NETWORKS PROGRAMMING
261735,INFORMATION SECURITY
261736,WIRELESS NETWORKING
261737,ADVANCED ROUTING PROTOCOLS
261738,MPLS TECHNOLOGY
261739,ADVANCED NETWORK MANAGEMENT
261741,DATABASE MGMT SYS I
261742,DATABASE MANAGEMENT SYSTEMS 2
261743,INFORMATION ARCHITECTURE
261745,DATA MINING
261746,HUMAN-COMPUTER INTERACTION
261747,IT INFRASTRUCTURE LIBRARY
261748,SERVICE-ORIENTED ARCHITECTURE
261751,ADVANCED NEURAL NETWORKS
261752,DIGITAL IMAGE ANALYSIS
261753,COMPUTER VISION
261754,ADVANCED PATTERN RECOGNITION
261755,ADVANCED FUZZY SET THEORY
261756,DIGITAL VIDEO PROCESSING
261757,ADVANCED NEURO-FUZZY
261758,IMAGE REGISTRATION
261759,APPLIED AI FOR COMP ENGR
261761,ADVANCED COMPILER DESIGN
261762,COMPUTATIONAL GEOMETRY
261763,ADVANCED COMPUTER GRAPHICS
261764,ADVANCED SOFTWARE ENGINEERING
261765,NUMERICAL ANALYSIS
261766,ADV OO PROG
261767,COMP SIMUL FOR ENGR PROB
261768,PARALLEL RROG PF GPU & CPU
261769,COMPUTATIONAL MEDIA
261771,ADV DIGITAL SIGNAL PROC
261772,COMP APP FOR MEDICAL INSTR
261773,SPEECH AND AUDIO SIG PROC
261781,SOFTWARE PROJECT MANAGEMENT
261782,ADV RISK MGMT IN SOFTWARE PROJ
261783,SOFTWARE REQUIREMENTS ANALYSIS
261784,FORMAL METHODS IN SOFTWARE ENG
261785,SOFTWARE ARCHITECTURE
261786,SOFTWARE QUALITY ASSURANCE
261791,SEM CPE
261792,SEL TOPIC IN COMP ENGR
261793,SEL TOPIC IN COMP SOFT
261794,ADV TOPIC IN COMP NETWORK
261795,ADV TOPIC IN COMP INTELLI
261796,SEL TOPIC IN IT
261797,INDEPENDENT STUDY
261798,MASTER'S THESIS
261799,MASTER'S THESIS
261891,SEL TOPIC IN COMP ENGR I
261892,SEL TOPIC IN COMP ENGR 2
261893,SEL TOPIC IN COMP SOFT I
261894,SEL TOPIC IN COMP NETWORK I
261895,SEL TOPIC IN COMP INTELL I
261896,SEL TOPIC IN IT I
261897,PH.D. THESIS
261898,DISSERTATION
261899,DISSERTATION
262381,POLYMERIC MATERIALS
262481,POLYMER PROCESS TECH
262482,LAB POLYMER TECHNOLOGY
262483,SELECT TOPIC POLYMER TECH
262487,POLYMER TECH LAB
263700,ENERGY SOURCES AND UTILIZATION
263701,ENE SYS DES & MOD
263702,RES MET & ANA IN ENE ENG
263710,WASTE HEAT RECOVERY SYSTEMS
263720,RENEWABLE ENERGY RESOURCES
263721,CONVENTIONAL ENERGY RESOURCES
263722,WIND ENERGY
263723,COAL TECHNOLOGY
263724,SOLAR THERMAL APPLICATIONS
263725,NUCLEAR ENGINEERING
263726,FUEL CELLS
263727,BIOGAS SYSTEM ENGINEERING
263740,ENERGY CONSERVE-INDUSTRY
263741,ENERGY CONSERVE-BUILDING
263742,LCA & FOOTPRINT ANA OF ENE SYS
263743,LIFE CYC COST FOR ENE SYS
263744,SUS DES OF ENE SYS ON LCT FRA
263745,ENE MNGT & CON IN BDGS & INDS
263746,GREENH GASES MNGT OF ENE SYS
263747,BIM ENE ENV MGNT
263748,DGT ADV ENGR ENV MNGT
263750,ENERGY MANAGEMENT
263751,ENERGY PRICE THEORY
263752,MODEL & DEMD FOC OF ENE SYS
263753,ELEC ECON & RES MNGT
263754,OIL AND GAS ECONOMICS
263755,ECON & ENV MNGT OF ENE SYS
263760,ECON ENERGY TECH&SYS
263761,ENERGY PLANNING
263770,INST&CONL FOR ENERGY CONS
263771,DESIGN&TEST OF ENER EQUIP
263772,ENERGY ENGR TECH 4.0
263787,SELECTED TOPICS IN ENE ENG
263788,"SEL TOPICS IN MNGT OF ENE, NAT RES & ENV"
263789,SEL TOPICS IN ENE POL & PLAN
263791,SEMINAR IN ENERGY ENGINEERING
263793,SPEC TOPIC-ENERGY ENG
263794,SPEC TOPIC-ENER MGMT&PLAN
263795,"SEM IN MNGT OF ENE, NAT RES & ENV"
263796,SEM IN ENE POL & PLAN
263797,MASTER'S THESIS
263798,INDEPENDENT STUDY
263799,MASTER'S THESIS
263897,Ph.D. THESIS
263898,DISSERTATION
263899,DISSERTATION
264701,PROJECT MANAGEMENT
264702,CONSTR PLAN & PROJ CONSTR
264703,PRODUCT AND QUALITY IN CONST
264704,DECISION MAK ANA IN CM
264705,ACC FOR CONST CONTR
264706,CONSTRUCTION CONTRACTING
264707,IT IN CM
264708,QUANTITY SURVEYING
264709,OR FOR CM
264710,RISK & STRAT M IN CONSTR ENGR
264717,SMART INFRA AND CONST
264718,BIM FOR CM
264731,STR SYS FOR BULDNG
264732,BULDNG ARCH & BULDNG SYS
264733,PUBLIC INFRASTRUCTURES
264734,CONSTR METH & EQPMT
264735,BUILDING FOUNDATIONS
264741,PRIN AND THEO URB RED
264742,ECON AND MKT URB RED
264743,DES&PRO FEAS STDY DEV RE&URB
264744,LEGALFOR RE AND UD
264745,RED PRC
264746,SEL TOPS IN URB ENGR & RED
264751,RE FIN
264752,URB INOV SUPLY CHAI & ECON SYS
264753,URB INFR SYS ENG
264754,URBAN CONSERVATION AND RENEWAL
264755,FACI ENV AND COMM MNGT
264756,PROP VALU RE
264759,SEL TOP IN CM
264766,GLOBAL CONST ENGR
264777,GREEN BLDG AND SUSTAIN CONST
264789,SEL TOP IN CM
264791,SEMINAR IN CEM
264792,SEM URB ENGR AND REAL EST DEVEL
264797,INDEPENDENT STUDY
264798,MASTER'S THESIS
264799,MASTER'S THESIS
265701,HUM RES MANG&DEV INDUS MGMT
265702,ENERGY TECH&ENVI DEV
265703,ADV IND PSYCHO
265704,ORG BEHAV&LEARN FOR INDUS MGMT
265705,ORG DEVLP&CHANG
265706,PROB SOLV&DECS MKING
265707,INDUS RESOURCE ALLOCAT
265708,SYS DYNAMIC
265709,PROJ CREAT & MGMT
265710,IND STRT MGMT
265711,SMART TECHNOLOGY & AI
265721,HEALTHCARE SYS OPERAT & SCM
265722,DATA SCIENCE FOR HEALTHCARE
265723,HEALTHCARE INFO TECH&PROJ MGMT
265724,OR HEALTHCARE MGMT SYS
265725,-
265750,INDUS MGMT RESRCH
265791,SEMINAR FOR INDUS MANGE
265797,MASTER'S THESIS
265798,INDEPENDENT STUDY
265799,MASTER'S THESIS
266701,ENGR FUND BME
266702,MATH FOR BME
266703,CELL & MOLECUL PHYSIO FOR BME
266711,DIGITAL SIG PROC FOR BME
266712,GENETIC ALGORITHMS
266713,EVOLUTIONARY COMPUTATION
266714,COMP INTEL FOR BME
266715,MEDICAL IMAGING
266721,FLUID BIOMECH
266722,SOLID BIOMECH
266723,BME INSTR
266724,INTRO MUSCULO-SKEL BIOMECH
266725,MECHANICS OF BONE
266726,FEM BIOL ENGINEERING
266727,CARDIO PULMONARY BIOMECH
266731,CARDIAC MECH
266732,INTRO TO TISSUE ENG
266733,CELL BIOLOGY AND TISSUE ENGINEER
266791,SEMINAR IN BME
266792,SEL TOPIC IN MED IMAG
266793,SEL TOPIC IN BIO INF
266794,SEL TOPIC IN BIO MECH
266795,SEL TOPIC IN CELL AND TIS ENG
266796,SEL TOPIC IN BIO MAT
266798,THESIS
266799,THESIS
266801,RESEARCH METH BME
266891,SEL TOPIC IN MED IMAG 1
266892,SEL TOPIC IN BIO INF 1
266893,SEL TOPIC IN BIO MECH 1
266894,SEL TOPIC IN CELL AND TISS ENG 1
266895,SEL TOPIC IN BIO MAT 1
266898,PH.D.THESIS
266899,PH.D THESIS
268710,INTER-ORG INFO EXCH FOR LOGIS
268711,LOGIS SYS FOR SOC DEVELOP
268721,PERFOR MEA LOGIS&SUP CHAIN MGMT
268731,WHSE DESIG & OPNS
268732,FINAN MGNT FOR LOGIS & SC SYS
268735,RESEARCH METHOD FOR LOGIS
268741,LOGIS SYS MODELING
268742,DECI MAKING FOR LOGIS & SC MGMT
268751,GEO INFO SYS FOR LOGIS
268761,DEVELOP PROF ETHICS AVIA BUSI
268762,SUP CHAIN LOGIS MGMT AVIA INDUS
268763,MCDM IN AVIA BUS
268764,QUANTI ANALYSIS FOR AVIA MGMT
268765,ERP FOR LOGIS MGMT
268771,ST IN ENGR LOGST II
268772,ST IN QM II
268797,MASTER'S THESIS
268798,INDEPENDENT STUDY
268799,MASTER'S THESIS
269101,INTRO TO ISNE
269102,BASIC COMPUTER PROG FOR ISNE
269103,PROGRAMMING FOR ISNE
269105,ISNE LAB 1
269111,COMMU TECH IN A CHANGING WORLD
269130,DATA & COMP COMMU FOR ISNE
269181,FOU MOD INFO SYS & TECH NON-IT
269200,WEB PROGRAMMING LANGUAGE
269201,ISNE LAB 2
269202,ALGO FOR ISNE
269210,COM ARCH FOR ISNE
269281,COM PRO NON-IT
269340,DATA CENTRIC APP DEV
269341,DW & BI FOR ISNE
269360,PLATFORM PROGRAMMING
269370,PROJ MGMT ISNE
269381,DB FOU for NON-IT
269382,DATA ANA NON-IT
269400,ADV INFO SYS & NETWORK TECH
269401,ISNE TRAINING
269421,COMPUTER NETWORK TRAFFIC ANALYSIS
269430,WIRELESS & BROADBAND COMP NET
269431,WIRELESS SENSOR NETWORK
269432,PEER-TO-PEER SYSTEMS
269433,COM NET ROUTING PROTOCOLS
269441,INFO RETRIEVAL & EXTRACTION
269451,INTRO TO NEURO-FUZZY SYS
269452,MOBILE APPLICATION DEVELOPMENT
269461,PER SOFT PROC IMPROV
269462,INTRO HCI
269470,IT SERVICE MGMT
269471,ADV PROJ MGMT ISNE
269472,RISK MGMT IN SOFTWARE PROJ
269481,PROJECT DESIGN IN IT
269491,PROJECT SURVEY
269492,PROJECT
269493,SEMINAR
269494,SEL TOPICS IN ISNE
269495,COOPERATIVE EDUCATION
269496,SEL TOPICS IN IS 1
269497,SEL TOPICS IN IS 2
269498,SEL TOPICS IN NET ENGR 1
269499,SEL TOPICS IN NET ENGR 2
270101,FUND DATA MGMT AND BIG DATA
270701,DATA MANAGEMENT AND BIG DATA
270702,DATA SCIENCE PROGRAMMING
270711,DATA GOVERNANCE
270712,CLOUD COMPUTING
270713,QUANTUM COM FOR DATA SCIENCE
270714,INTEGRATED DATA OPERATION
270715,IOT FOR DATA SCIENCE
270721,OPTIMIZATION
